Date,Open,High,Low,Close ,Adj Close ,Volume
Mar 28, 2024,900.00,913.00,891.93,903.56,903.56,43,521,200
Mar 27, 2024,931.12,932.40,891.23,902.50,902.50,58,606,700
Mar 26, 2024,958.51,963.75,925.02,925.61,925.61,51,364,800
Mar 25, 2024,939.41,967.66,935.10,950.02,950.02,55,213,600
Mar 22, 2024,911.41,947.78,908.34,942.89,942.89,58,521,500
Mar 21, 2024,923.00,926.48,904.05,914.35,914.35,48,037,200
Mar 20, 2024,897.97,904.10,882.23,903.72,903.72,47,906,300
Mar 19, 2024,867.00,905.44,850.10,893.98,893.98,67,217,100
Mar 18, 2024,903.88,924.05,870.85,884.55,884.55,66,897,600
Mar 15, 2024,869.30,895.46,862.57,878.37,878.37,64,019,300
Mar 14, 2024,895.77,906.46,866.00,879.44,879.44,60,231,800
Mar 13, 2024,910.55,915.04,884.35,908.88,908.88,63,571,300
Mar 12, 2024,880.49,919.60,861.50,919.13,919.13,66,807,500
Mar 11, 2024,864.29,887.97,841.66,857.74,857.74,67,836,400
Mar 8, 2024,951.38,974.00,865.06,875.28,875.28,113,299,600
Mar 7, 2024,901.58,927.67,896.02,926.69,926.69,60,811,900
Mar 6, 2024,880.22,897.24,870.30,887.00,887.00,58,252,000
Mar 5, 2024,0.04 Dividend
Mar 5, 2024,852.70,860.97,834.17,859.64,859.64,52,063,900
Mar 4, 2024,841.30,876.95,837.19,852.37,852.33,61,561,600
Mar 1, 2024,800.00,823.00,794.35,822.79,822.75,47,677,700
Feb 29, 2024,790.94,799.90,783.50,791.12,791.08,50,728,900
Feb 28, 2024,776.20,789.33,771.25,776.63,776.59,39,311,000
Feb 27, 2024,793.81,794.80,771.62,787.01,786.97,39,170,500
Feb 26, 2024,797.00,806.46,785.05,790.92,790.88,50,397,300
Feb 23, 2024,807.90,823.94,775.70,788.17,788.13,82,938,800
Feb 22, 2024,750.25,785.75,742.20,785.38,785.34,86,510,000
Feb 21, 2024,680.06,688.88,662.48,674.72,674.69,69,029,800
Feb 20, 2024,719.47,719.56,677.34,694.52,694.49,70,483,300
