Date,Open,High,Low,Close ,Adj Close ,Volume
Mar 28, 2024,523.21,524.61,522.78,523.07,523.07,96,294,900
Mar 27, 2024,521.71,523.21,519.49,523.17,523.17,82,999,800
Mar 26, 2024,521.23,521.58,518.40,518.81,518.81,65,463,700
Mar 25, 2024,519.80,520.95,519.61,519.77,519.77,48,512,100
Mar 22, 2024,522.11,522.61,520.97,521.21,521.21,79,023,000
Mar 21, 2024,523.39,524.11,521.91,522.20,522.20,60,256,100
Mar 20, 2024,515.77,520.62,515.08,520.48,520.48,69,594,600
Mar 19, 2024,512.15,516.00,511.12,515.71,515.71,60,755,300
Mar 18, 2024,514.00,515.48,512.44,512.86,512.86,88,893,300
Mar 15, 2024,1.60 Dividend
Mar 15, 2024,510.21,511.70,508.12,509.83,509.83,107,585,800
Mar 14, 2024,516.97,517.13,511.82,514.95,513.35,110,171,800
Mar 13, 2024,517.11,517.29,514.49,515.97,514.37,55,104,100
Mar 12, 2024,513.45,517.38,510.86,516.78,515.18,73,114,400
Mar 11, 2024,510.48,511.88,508.50,511.28,509.70,62,557,200
Mar 8, 2024,515.46,518.22,511.13,511.72,510.13,86,425,500
Mar 7, 2024,513.14,515.89,509.81,514.81,513.22,58,652,100
Mar 6, 2024,510.55,512.07,508.42,509.75,508.17,68,382,400
Mar 5, 2024,510.24,510.70,504.91,507.18,505.61,72,855,600
Mar 4, 2024,512.03,514.20,512.00,512.30,510.71,49,799,300
Mar 1, 2024,508.98,513.29,508.56,512.85,511.26,76,805,900
Feb 29, 2024,508.07,509.74,505.35,508.08,506.51,83,924,800
Feb 28, 2024,505.33,506.86,504.96,506.26,504.69,56,506,600
Feb 27, 2024,506.70,507.16,504.75,506.93,505.36,48,854,500
Feb 26, 2024,508.30,508.75,505.86,505.99,504.42,50,386,700
Feb 23, 2024,509.27,510.13,507.10,507.85,506.28,61,321,800
Feb 22, 2024,504.01,508.49,503.02,507.50,505.93,76,402,500
Feb 21, 2024,495.42,497.37,493.56,497.21,495.67,59,603,800
Feb 20, 2024,497.72,498.41,494.45,496.76,495.22,71,736,700
Feb 16, 2024,501.70,502.87,498.75,499.51,497.96,75,461,200
Feb 15, 2024,499.29,502.20,498.80,502.01,500.46,61,683,000
Feb 14, 2024,496.79,499.07,494.40,498.57,497.03,68,387,800
Feb 13, 2024,494.53,497.09,490.72,494.08,492.55,113,099,200
Feb 12, 2024,501.17,503.50,500.24,500.98,499.43,56,502,300
Feb 9, 2024,498.84,501.65,498.49,501.20,499.65,63,979,400
Feb 8, 2024,498.10,498.71,497.26,498.32,496.78,52,343,600
Feb 7, 2024,496.29,498.53,495.36,498.10,496.56,70,556,500
Feb 6, 2024,493.52,494.32,492.05,493.98,492.45,55,918,600
Feb 5, 2024,493.70,494.38,490.23,492.55,491.02,75,757,100
Feb 2, 2024,489.65,496.05,489.30,494.35,492.82,99,147,700
Feb 1, 2024,484.63,489.23,483.80,489.20,487.68,91,891,600
Jan 31, 2024,488.62,489.08,482.86,482.88,481.38,126,011,100
Jan 30, 2024,490.56,491.62,490.11,490.89,489.37,58,618,400
Jan 29, 2024,487.73,491.42,487.17,491.27,489.75,61,322,800
Jan 26, 2024,487.59,489.12,486.54,487.41,485.90,76,641,600
Jan 25, 2024,487.58,488.31,485.39,488.03,486.52,72,525,000
Jan 24, 2024,487.81,488.77,484.88,485.39,483.89,81,765,000
Jan 23, 2024,484.01,485.11,482.89,484.86,483.36,49,945,300
Jan 22, 2024,484.01,485.22,482.78,483.45,481.95,75,844,900
Jan 19, 2024,477.65,482.72,476.54,482.43,480.94,110,733,300
Jan 18, 2024,474.01,477.06,472.42,476.49,475.01,91,856,200
Jan 17, 2024,471.82,472.79,469.87,472.29,470.83,68,843,900
Jan 16, 2024,475.26,476.61,473.06,474.93,473.46,85,014,900
Jan 12, 2024,477.84,478.60,475.23,476.68,475.20,57,944,000
Jan 11, 2024,477.59,478.12,472.26,476.35,474.87,77,940,700
Jan 10, 2024,474.16,477.45,473.87,476.56,475.08,67,310,600
Jan 9, 2024,471.87,474.93,471.35,473.88,472.41,65,931,400
Jan 8, 2024,468.43,474.75,468.30,474.60,473.13,74,879,100
Jan 5, 2024,467.49,470.44,466.43,467.92,466.47,86,060,800
Jan 4, 2024,468.30,470.96,467.05,467.28,465.83,84,232,200
Jan 3, 2024,470.43,471.19,468.17,468.79,467.34,103,585,900
Jan 2, 2024,472.16,473.67,470.49,472.65,471.19,123,623,700
Dec 29, 2023,476.49,477.03,473.30,475.31,473.84,122,234,100
Dec 28, 2023,476.88,477.55,476.26,476.69,475.21,77,158,100
Dec 27, 2023,475.44,476.66,474.89,476.51,475.03,68,000,300
Dec 26, 2023,474.07,476.58,473.99,475.65,474.18,55,387,000
Dec 22, 2023,473.86,475.38,471.70,473.65,472.18,67,126,600
Dec 21, 2023,471.33,472.98,468.84,472.70,471.24,86,667,500
Dec 20, 2023,473.96,475.90,467.82,468.26,466.81,102,921,000
Dec 19, 2023,472.53,474.92,472.45,474.84,473.37,55,761,800
Dec 18, 2023,470.98,472.98,469.89,471.97,470.51,70,375,300
Dec 15, 2023,1.91 Dividend
Dec 15, 2023,469.49,470.70,467.43,469.33,467.88,141,319,300
Dec 14, 2023,472.50,473.73,469.25,472.01,468.65,119,026,000
Dec 13, 2023,464.49,470.76,464.12,470.50,467.15,93,278,000
Dec 12, 2023,461.63,464.20,460.60,464.10,460.79,68,327,600
Dec 11, 2023,459.69,462.17,459.47,461.99,458.70,65,002,200
Dec 8, 2023,457.46,460.75,457.21,460.20,456.92,83,080,900
Dec 7, 2023,456.91,458.90,456.29,458.23,454.97,66,995,400
Dec 6, 2023,458.81,458.84,454.31,454.76,451.52,69,124,700
Dec 5, 2023,455.26,457.59,454.87,456.60,453.35,69,793,500
Dec 4, 2023,455.60,459.12,454.34,456.69,453.44,72,430,900
Dec 1, 2023,455.77,459.65,455.16,459.10,455.83,89,097,900
Nov 30, 2023,455.48,456.76,453.34,456.40,453.15,79,752,700
Nov 29, 2023,457.15,458.32,454.20,454.61,451.37,63,146,000
Nov 28, 2023,454.08,456.27,453.50,454.93,451.69,62,115,000
Nov 27, 2023,454.65,455.49,454.08,454.48,451.24,50,506,000
Nov 24, 2023,455.07,455.50,454.73,455.30,452.06,29,737,400
Nov 22, 2023,454.98,456.38,453.89,455.02,451.78,59,394,900
Nov 21, 2023,453.18,454.13,451.96,453.27,450.04,49,244,600
Nov 20, 2023,450.53,455.13,450.52,454.26,451.02,69,936,200
